REFERENCE: tag,REFERENCE: doi,FORMULA,Internal Reference #,Original DOI,PROPERTY: Type of phases,PROPERTY: Single/Multiphase,PROPERTY: synthesis method,PROPERTY: grain size ($\mu$m),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Exp. Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),REFERENCE: comment,
J56,10.1016/j.jallcom.2018.11.111,MoNbRe0.5W(TaC)0.4,,,BCC + MC,M,AC,,,558,C,25,1144 $\pm$ 33,,12.7,8.81,,,,,added hardness vickers; changed fracture strain to total strain from stress strain plot,
J56,10.1016/j.jallcom.2018.11.111,MoNbRe0.5W(TaC)0.5,,,BCC + MC,M,AC,,,583,C,25,1202 $\pm$ 15,,14.2,10.25,,,,,added hardness vickers; changed fracture strain to total strain from stress strain plot,
J56,10.1016/j.jallcom.2018.11.111,MoNbRe0.5W(TaC)0.6,,,BCC + MC,M,AC,,,615,C,25,1241 $\pm$ 26,,13.8,9.64,,,,,added hardness vickers; changed fracture strain to total strain from stress strain plot,
J58,10.3390/e21020169,Al10Co25Cr8Fe15Ni36Ti6,,,FCC,S,A,,,,T,23,520 $\pm$ 19,696 $\pm$ 33,49,,,,,,reported total elongation ,
J58,10.3390/e21020169,Al10Co25Cr8Fe15Ni36Ti6,,,FCC,S,A,,,,T,600,470 $\pm$ 8,561 $\pm$ 50,11 $\pm$ 8,,,,,,,
J58,10.3390/e21020169,Al10Co25Cr8Fe15Ni36Ti6,,,FCC,S,A,,,,T,700,461 $\pm$ 10,560 $\pm$ 27,9 $\pm$ 4,,,,,,,
J58,10.3390/e21020169,Al10Co25Cr8Fe15Ni36Ti6,,,FCC,S,A,,,,T,800,445 $\pm$ 2,536 $\pm$ 7,6 $\pm$ 4,,,,,,,
J58,10.3390/e21020169,Al10Co25Cr8Fe15Ni36Ti6,,,FCC,S,A,,,,T,900,219 $\pm$ 6,312 $\pm$ 6,8 $\pm$ 6,,,,,,,
J58,10.3390/e21020169,Al10Co25Cr8Fe15Ni36Ti6,,,FCC,S,DC + A,,,,T,23,627 $\pm$ 9,1197 $\pm$ 6,27 $\pm$ 1,,,,,,Directional Casting,
J58,10.3390/e21020169,Al10Co25Cr8Fe15Ni36Ti6,,,FCC,S,DC + A,,,,T,600,594 $\pm$ 3,1006 $\pm$ 16,12 $\pm$ 2,,,,,,Directional Casting,
J58,10.3390/e21020169,Al10Co25Cr8Fe15Ni36Ti6,,,FCC,S,DC + A,,,,T,700,547 $\pm$ 42,840 $\pm$ 1,17 $\pm$ 5,,,,,,Directional Casting,
J58,10.3390/e21020169,Al10Co25Cr8Fe15Ni36Ti6,,,FCC,S,DC + A,,,,T,800,399 $\pm$ 1,575 $\pm$ 7,20 $\pm$ 4,,,,,,Directional Casting,
J58,10.3390/e21020169,Al10Co25Cr8Fe15Ni36Ti6,,,FCC,S,DC + A,,,,T,900,243 $\pm$ 2,319 $\pm$ 1,34 $\pm$ 1,,,,,,Directional Casting,
J59,10.1016/j.msea.2018.12.077,V10Cr15Mn5Fe35Co10Ni25,,,FCC,S,CR + A,8.7,,,T,25,401,717,49,,,,,,Added data from Fig 3; total elongation recorded,
J59,10.1016/j.msea.2018.12.077,V10Cr15Mn5Fe35Co10Ni25,,,FCC,S,CR + A,10.4,,,T,25,350,690,50,,,,,,Added data from Fig 3; total elongation recorded,
J59,10.1016/j.msea.2018.12.077,V10Cr15Mn5Fe35Co10Ni25,,,FCC,S,CR + A,11.2,,,T,25,312,660,51,,,,,,Added data from Fig 3; total elongation recorded,
J59,10.1016/j.msea.2018.12.077,V10Cr15Mn5Fe35Co10Ni25,,,FCC,S,CR + A,48.2,,,T,25,240,610,53,,,,,,Added data from Fig 3; total elongation recorded,
J59,10.1016/j.msea.2018.12.077,V10Cr15Mn5Fe35Co10Ni25,,,FCC,S,CR + A,82.7,,,T,25,210,593,52,,,,,,,
J60,10.1016/j.jallcom.2019.07.195,CoCrFeNiMn,,,2FCC,M,SPS,,7.5,410.9,T,25,,,,,184,,,,Can someone re-review this article. I'm not completely confident in my reporting CHECKED (CF) added hardness in GPA; flexuarl strength isn't yield strength,
J61,10.1016/j.jallcom.2019.07.100,Al2CoCrFeNi,,,BCC + B2,M,AC,80.67,,581.7,C,25,1241,,9.98,,,,,,"Misplaced Elongation values into Young's Modulus, amended",
J61,10.1016/j.jallcom.2019.07.100,Al1.8CoCrFeNiTi0.2,,,BCC + B2,M,AC,66.93,,605.5,C,25,1324,,10.02,,,,,,,
J61,10.1016/j.jallcom.2019.07.100,Al1.5CoCrFeNiTi0.5,,,BCC + B2,M,AC,56.27,,641.7,C,25,1566,,11.85,,,,,,,
J61,10.1016/j.jallcom.2019.07.100,Al1.2CoCrFeNiTi0.8,,,BCC + B2,M,AC,49.95,,639.6,C,25,1503,,7.73,,,,,,,
J61,10.1016/j.jallcom.2019.07.100,AlCoCrFeNiTi,,,BCC + B2 + Laves,M,AC,30.49,,703,C,25,1448,,6.18,,,,,,,
J61,10.1016/j.jallcom.2019.07.100,Al0.8CoCrFeNiTi1.2,,,BCC + B2 + Laves,M,AC,22.03,,856.9,C,25,1272,,3.15,,,,,,,
J61-38,10.1016/j.jallcom.2018.01.247,AlCoCrFeNi,38,10.1016/j.jallcom.2018.01.247,,,,,,,C,25,1300,,24.2,,,,,,"Extracted Engineering Values from Table 4, comes from multiple other references",
J61-38,10.1016/j.jallcom.2018.01.247,Al0.8CoCrFeNiTi0.2,38,10.1016/j.jallcom.2018.01.247,,,,,,,C,25,968,,30.1,,,,,,"Extracted Engineering Values from Table 4, comes from multiple other references",
J61-38,10.1016/j.jallcom.2018.01.247,Al0.5CoCrFeNiTi0.5,38,10.1016/j.jallcom.2018.01.247,,,,,,,C,25,1100,,27.5,,,,,,"Extracted Engineering Values from Table 4, comes from multiple other references",
J61-24,10.1016/j.matdes.2016.12.036,AlCoCuFeNi,24,10.1016/j.matdes.2016.12.036,,,,,,,C,25,1060,,19.1,,,,,,"Extracted Engineering Values from Table 4, comes from multiple other references",
J61-24,10.1016/j.matdes.2016.12.036,AlCoCuFeNiCr,24,10.1016/j.matdes.2016.12.036,,,,,,,C,25,1285,,24.6,,,,,,"Extracted Engineering Values from Table 4, comes from multiple other references",
J61-24,10.1016/j.matdes.2016.12.036,AlCoCuFeNiTi,24,10.1016/j.matdes.2016.12.036,,,,,,,C,25,1612,,12.8,,,,,,"Extracted Engineering Values from Table 4, comes from multiple other references",
J61-24,10.1016/j.matdes.2016.12.036,AlCoCuFeNiCrTi,24,10.1016/j.matdes.2016.12.036,,,,,,,C,25,1523,,8.1,,,,,,"Extracted Engineering Values from Table 4, comes from multiple other references",
J61-57,10.1016/j.jallcom.2018.07.346,AlCrFeNi,57,10.1016/j.jallcom.2018.07.346,,,,,,,C,25,1271,,14,,,,,,"Extracted Engineering Values from Table 4, comes from multiple other references",
J61-57,10.1016/j.jallcom.2018.07.346,AlCo0.25CrFeNi,57,10.1016/j.jallcom.2018.07.346,,,,,,,C,25,1363,,19,,,,,,"Extracted Engineering Values from Table 4, comes from multiple other references",
J61-57,10.1016/j.jallcom.2018.07.346,AlCo0.5CrFeNi,57,10.1016/j.jallcom.2018.07.346,,,,,,,C,25,1349,,20,,,,,,"Extracted Engineering Values from Table 4, comes from multiple other references",
J61-57,10.1016/j.jallcom.2018.07.346,AlCo0.75CrFeNi,57,10.1016/j.jallcom.2018.07.346,,,,,,,C,25,1331,,20,,,,,,"Extracted Engineering Values from Table 4, comes from multiple other references",
J61-57,10.1016/j.jallcom.2018.07.346,AlCoCrFeNi,57,10.1016/j.jallcom.2018.07.346,,,,,,,C,25,1313,,19,,,,,,"Extracted Engineering Values from Table 4, comes from multiple other references",
J61-58,10.1016/j.intermet.2016.09.003,CoCrFeMn,58,10.1016/j.intermet.2016.09.003,,,,,,,C,25,338,,4.3,,,,,,"Extracted Engineering Values from Table 4, comes from multiple other references",
J63,10.1016/j.jallcom.2019.06.301,AlCoCrFeNi,,,FCC + BCC,M,GA+A,,,,,,,,,,,,,,Gas Atomization,
J63,10.1016/j.jallcom.2019.06.301,AlCoCrFeNi,,,FCC + BCC,M,GA+A,,,,,,,,,,,,,,Gas Atomization,
J63,10.1016/j.jallcom.2019.06.301,AlCoCrFeNi,,,FCC + BCC,M,GA+A,,,,,,,,,,,,,,Gas Atomization,
J63,10.1016/j.jallcom.2019.06.301,AlCoCrFeNi,,,FCC + BCC,M,GA+A,,,,,,,,,,,,,,Gas Atomization,
J63,10.1016/j.jallcom.2019.06.301,AlCoCrFeNi,,,FCC + BCC,M,GA+A,,,,,,,,,,,,,,Gas Atomization,
J64,10.1016/j.jallcom.2019.06.138,HfNbTaTiZrW,,,BCC + Laves,M,AC,29.4,,,C,25,1550,,26.3,,,,,,,
J64,10.1016/j.jallcom.2019.06.138,HfNbTaTiZrMoW,,,BCC + Laves,M,AC,31.7,,,C,25,1637,,15.5,,,,,,,
J64,10.1016/j.jallcom.2019.06.138,HfNbTaTiZrW,,,BCC + Laves,M,AC,,,,C,800,577,,>35,,,,,,,
J64,10.1016/j.jallcom.2019.06.138,HfNbTaTiZrMoW,,,BCC + Laves,M,AC,,,,C,800,1065,,>35,,,,,,,
J64,10.1016/j.jallcom.2019.06.138,HfNbTaTiZrW,,,BCC + Laves,M,AC,,,,C,1000,409,,>35,,,,,,,
J64,10.1016/j.jallcom.2019.06.138,HfNbTaTiZrMoW,,,BCC + Laves,M,AC,,,,C,1000,736,,>35,,,,,,,
J64,10.1016/j.jallcom.2019.06.138,HfNbTaTiZrW,,,BCC + Laves,M,AC,,,,C,1200,345,,>35,,,,,,,
J64,10.1016/j.jallcom.2019.06.138,HfNbTaTiZrMoW,,,BCC + Laves,M,AC,,,,C,1200,703,,>35,,,,,,,
J65,10.1007/s12598-019-01310-6,NbZrTi,,,BCC,S,AC,,,372,C,25,1223,,48,,,,,,,
J65,10.1007/s12598-019-01310-6,NbHfZrTi,,,BCC,S,AC,,,351,C,25,1000,,52,,,,,,,
J65,10.1007/s12598-019-01310-6,NbZrTi,,,BCC,S,A,300,,,,,,,,,,,,,,
J65,10.1007/s12598-019-01310-6,NbHfZrTi,,,BCC,S,A,50,,,,,,,,,,,,,,
J65,10.1007/s12598-019-01310-6,NbZrTi,,,BCC,S,AC,,,,C,1073,462,,51,,,,,,Added total elongation values according to Fig 6,
J65,10.1007/s12598-019-01310-6,NbHfZrTi,,,BCC,S,AC,,,,C,1073,303,,51,,,,,,Added total elongation values according to Fig 6,
J65,10.1007/s12598-019-01310-6,NbZrTi,,,BCC,S,AC,,,,C,1273,218,,51,,,,,,Added total elongation values according to Fig 6,
J65,10.1007/s12598-019-01310-6,NbHfZrTi,,,BCC,S,AC,,,,C,1273,154,,51,,,,,,Added total elongation values according to Fig 6,
J66,10.1016/j.intermet.2019.106550,CoCrFeNi,,,FCC,S,AC,,,168.9,C,25,163,,80,,,,,,,
J66,10.1016/j.intermet.2019.106550,CoCrFeNiW0.2,,,FCC,S,AC,,,244,C,25,335,,52,,,,,,,
J66,10.1016/j.intermet.2019.106550,CoCrFeNiW0.5,,,FCC + $\mu$,M,AC,,,357.9,C,25,556,,35.6,,,,,,,
J67,10.1007/s40195-019-00935-x,MoNbFeCrV,,,BCC + Laves,M,AC,,,826,C,25,2663,,2.7,,,,,,added hardness vickers from text,
J67,10.1007/s40195-019-00935-x,MoNbFeCrTi,,,BCC + Laves,M,AC,,,792,C,25,1647,,0.9,,,,,,added hardness vickers from text,
J67,10.1007/s40195-019-00935-x,MoNbFeVTi,,,BCC + B2,M,AC,,,699,C,25,1707,,1.7,,,,,,added hardness vickers from text,
J68,10.1016/j.matchar.2019.109792,Al0.3Cu0.5FeCrNi2,,,FCC,S,CR + A,,,107,T,62,169,,98,,16.6,,,,,
J68,10.1016/j.matchar.2019.109792,Al0.3Cu0.5FeCrNi2,,,FCC + L12,M,CR + A,,,209,T,350,642,,73,,47,,,,,
J68,10.1016/j.matchar.2019.109792,Al0.3Cu0.5FeCrNi2,,,FCC + L12 + M23C6,M,CR + A,,,321,T,535,904,,39,,35.2,,,,,
J68,10.1016/j.matchar.2019.109792,Al0.3Cu0.5FeCrNi2,,,FCC + L12 + M23C6,M,CR + A,,,159,T,255,584,,88,,51.4,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,60,,,,20,,,,,88.9,,,,Paper focused on Young's Modulus,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,40,,,,,88.6,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,60,,,,,88.4,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,80,,,,,88.1,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,100,,,,,87.9,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,120,,,,,87.7,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,140,,,,,87.5,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,160,,,,,87.3,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,180,,,,,87.1,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,200,,,,,86.9,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,220,,,,,86.7,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,240,,,,,86.5,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,260,,,,,86.3,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,280,,,,,86.1,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,300,,,,,85.8,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,320,,,,,85.5,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,340,,,,,85.2,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,360,,,,,84.9,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,380,,,,,84.5,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,400,,,,,84.2,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,420,,,,,83.8,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,440,,,,,83.5,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,460,,,,,83.1,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,480,,,,,82.7,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,500,,,,,82.3,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,520,,,,,81.9,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,540,,,,,81.6,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,560,,,,,81.3,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,580,,,,,81,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,600,,,,,80.7,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,620,,,,,80.4,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,640,,,,,80.2,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,660,,,,,80,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,680,,,,,79.8,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,700,,,,,79.6,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,720,,,,,79.3,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,740,,,,,79,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,760,,,,,78.7,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,780,,,,,78.4,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,800,,,,,78.1,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,820,,,,,77.7,,,,,
J69,10.1016/j.jallcom.2019.05.322,HfNbTaTiZr,,,BCC,S,CR + A,,,,,840,,,,,77.4,,,,,
J70,10.1016/j.msea.2019.138181,CoCrFeNiTi0.3,,,FCC,S,A + HR,90,,263,T,25,540,772,60,,,,,,rearranged order of processing; fixed grain size,
J70,10.1016/j.msea.2019.138181,CoCrFeNiTi0.3,,,FCC,S,HR + A,216,,185,,,,,,,,,,,rearranged order of processing; fixed grain size,
J70,10.1016/j.msea.2019.138181,Co0.5CrFeNi1.5Ti0.3,,,FCC,S,HR + A,263,,197,,,,,,,,,,,added in T dependant data,
J70,10.1016/j.msea.2019.138181,Co0.5CrFeNi1.5Ti0.3,,,FCC,S,A + HR,90,,308,T,25,586,875,46,,,,,,added in T dependant data,
J70,10.1016/j.msea.2019.138181,CrFeNi2Ti0.3,,,FCC,S,A + HR,90,,335,T,25,672,982,37,,,,,,rearranged order of processing; fixed grain size,
J70,10.1016/j.msea.2019.138181,CrFeNi2Ti0.3,,,FCC,S,HR + A,324,,204,,,,,,,,,,,added in T dependant data,
J71,10.1016/j.msea.2019.138140,Nb25Mo25Ta25W25,,,BCC,S,S ,,,830,,,,,,,,,,,No mechanical data; original data in GPA,
J71,10.1016/j.msea.2019.138140,Nb25Mo25Ta25W25,,,BCC,S,S + A,,,1450,,,,,,,,,,,added sintering as a processing type; original data in GPA,
J71,10.1016/j.msea.2019.138140,Nb25Mo25Ta25W25,,,BCC,S,S + A,,,1630,,,,,,,,,,,original data in GPA,
J71,10.1016/j.msea.2019.138140,Nb25Mo25Ta25W25,,,BCC,S,S + A,,,815,,,,,,,,,,,original data in GPA,
J71,10.1016/j.msea.2019.138140,Nb25Mo25Ta25W25,,,BCC + Carbide,M,S + A,,,700,,,,,,,,,,,original data in GPA,
J72,10.1016/j.actamat.2019.06.006,NbTaTi,,,BCC,S,CR + A ,,,,C,20,573,,,,,100,<5,,changed processing to CR + A; fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,NbTaTi,,,BCC,S,CR + A ,,,,C,100,486,,,,,100,<5,,changed processing to CR + A; fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,NbTaTi,,,BCC,S,CR + A ,,,,C,200,378,,,,,100,<5,,changed processing to CR + A; fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,NbTaTi,,,BCC,S,CR + A ,,,,C,300,314,,,,,100,<5,,changed processing to CR + A; fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,NbTaTi,,,BCC,S,CR + A ,,,,C,400,232,,,,,100,<5,,changed processing to CR + A; fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,NbTaTi,,,BCC,S,CR + A ,,,,C,600,222,,,,,100,<5,,changed processing to CR + A; fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,NbTaTi,,,BCC,S,CR + A ,,,,C,800,210,,,,,100,<5,,changed processing to CR + A; fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,NbTaTi,,,BCC,S,CR + A ,,,,C,1000,160,,,,,100,<5,,changed processing to CR + A; fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,AlNbTaTi,,,BCC,S,AC,,,,C,20,1152,,,,,180,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,AlNbTaTi,,,BCC,S,AC,,,,C,200,740,,,,,180,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,AlNbTaTi,,,BCC,S,AC,,,,C,100,740,,,,,180,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,MoNbTaTi,,,BCC,S,A,,,,C,20,1210,,,,,80,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,MoNbTaTi,,,BCC,S,A,,,,C,60,1071,,,,,80,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,MoNbTaTi,,,BCC,S,A,,,,C,100,1029,,,,,80,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,MoNbTaTi,,,BCC,S,A,,,,C,200,868,,,,,80,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,MoNbTaTi,,,BCC,S,A,,,,C,300,732,,,,,80,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,MoNbTaTi,,,BCC,S,A,,,,C,400,685,,,,,80,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,MoNbTaTi,,,BCC,S,A,,,,C,600,593,,,,,80,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,MoNbTaTi,,,BCC,S,A,,,,C,800,564,,,,,80,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,MoNbTaTi,,,BCC,S,A,,,,C,1000,539,,,,,80,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,WNbTaTi,,,BCC,S,A,,,,C,20,1054,,,,,90,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,WNbTaTi,,,BCC,S,A,,,,C,100,968,,,,,90,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,WNbTaTi,,,BCC,S,A,,,,C,200,869,,,,,90,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,WNbTaTi,,,BCC,S,A,,,,C,300,754,,,,,90,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,WNbTaTi,,,BCC,S,A,,,,C,400,627,,,,,90,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,WNbTaTi,,,BCC,S,A,,,,C,600,596,,,,,90,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,WNbTaTi,,,BCC,S,A,,,,C,800,564,,,,,90,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,WNbTaTi,,,BCC,S,A,,,,C,1000,459,,,,,90,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,HfNbTaTi,,,BCC,S,A,,,,C,20,860,,,,,160,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,HfNbTaTi,,,BCC,S,A,,,,C,20,834,,,,,160,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,HfNbTaTi,,,BCC,S,A,,,,C,200,610,,,,,160,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,HfNbTaTi,,,BCC,S,A,,,,C,600,473,,,,,160,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,CrNbMoTi,,,BCC,S,A,,,,C,20,1630,,,,,260,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,CrNbMoTi,,,BCC,S,A,,,,C,200,1268,,,,,260,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,CrNbMoTi,,,BCC,S,A,,,,C,400,1115,,,,,260,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,CrNbMoTi,,,BCC,S,A,,,,C,600,1062,,,,,260,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,CrNbMoTi,,,BCC,S,A,,,,C,800,1058,,,,,260,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,CrMoTaTi,,,BCC + Laves,M,A,,,,C,20,1795,,,,,200,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,CrMoTaTi,,,BCC + Laves,M,A,,,,C,100,1506,,,,,200,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,CrMoTaTi,,,BCC + Laves,M,A,,,,C,200,1266,,,,,200,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,CrMoTaTi,,,BCC + Laves,M,A,,,,C,300,1183,,,,,200,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,CrMoTaTi,,,BCC + Laves,M,A,,,,C,400,1175,,,,,200,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,CrMoTaTi,,,BCC + Laves,M,A,,,,C,600,1162,,,,,200,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,CrMoTaTi,,,BCC + Laves,M,A,,,,C,800,1162,,,,,200,<5,,fixed yield strengths,
J72,10.1016/j.actamat.2019.06.006,CrMoTaTi,,,BCC + Laves,M,A,,,,C,1000,1159,,,,,200,<5,,fixed yield strengths,
J74,10.1007/s40195-019-00921-3,Ti2ZrHf0.5V,,,BCC,S,AC,,,338.3,C,25,1160,,>50,,,,,,,
J74,10.1007/s40195-019-00921-3,Ti2ZrHf0.5V,,,BCC,S,AC,,,338.3,C,600,405,,>50,,,,,,added high temperature data,
J74,10.1007/s40195-019-00921-3,Ti2ZrHf0.5V,,,BCC,S,AC,,,338.3,C,800,85,,>50,,,,,,added high temperature data,
J74,10.1007/s40195-019-00921-3,Ti2ZrHf0.5VNb0.25,,,BCC,S,AC,,,332.4,C,25,1115,,>50,,,,,,,
J74,10.1007/s40195-019-00921-3,Ti2ZrHf0.5VNb0.5,,,BCC,S,AC,,,322.5,C,25,1065,,>50,,,,,,,
J74,10.1007/s40195-019-00921-3,Ti2ZrHf0.5VNb0.5,,,BCC,S,AC,,,322.5,C,600,718,,>50,,,,,,added high temperature data,
J74,10.1007/s40195-019-00921-3,Ti2ZrHf0.5VNb0.5,,,BCC,S,AC,,,322.5,C,800,135,,>50,,,,,,added high temperature data,
J74,10.1007/s40195-019-00921-3,Ti2ZrHf0.5VNb0.75,,,BCC,S,AC,,,318.9,C,25,1025,,>50,,,,,,,
J74,10.1007/s40195-019-00921-3,Ti2ZrHf0.5VNb,,,BCC,S,AC,,,310.4,C,25,980,,>50,,,,,,,
J74,10.1007/s40195-019-00921-3,Ti2ZrHf0.5VNb,,,BCC,S,AC,,,310.4,C,600,859,,>50,,,,,,added high temperature data,
J74,10.1007/s40195-019-00921-3,Ti2ZrHf0.5VNb,,,BCC,S,AC,,,310.4,C,800,195,,>50,,,,,,added high temperature data,
